Field.code	Field	N.non.missing	N.missing	N.cases	N.controls	Notes
3526	Mother's age at death	199690	137509	NA	NA	"ACE touchscreen question """"What was her age when she died?"""" The following checks were performed: If answer < 10 then rejected If answer > 122 then rejected If answer < 15 then participant asked to confirm If answer > 105 then participant asked to confirm ~F3526~ was collected from participants who indicated their mother has died, as defined by their answers to ~F1835~ or, if they are adopted, their adopted mother has died, as defined by their answers to ~F1835~"
3637	Frequency of other exercises in last 4 weeks	161170	176029	NA	NA	"ACE touchscreen question """"How many times in the last 4 weeks did you do other exercises such as swimming, cycling, keep fit?"""" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F3637~ was collected from all participants who indicated that they spent time doing other exercises (e.g. swimming, cycling, keep fit, bowling) in the previous 4 weeks, as defined by their answers to ~F6164~"
3647	Duration of other exercises	161301	175898	NA	NA	"ACE touchscreen question """"Each time you did other exercises such as swimming, cycling, keep fit, about how long did you spend doing them?"""" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F3647~ was collected from all participants who indicated that they spent time doing other exercises (e.g. swimming, cycling, keep fit, bowling) in the previous 4 weeks, as defined by their answers to ~F6164~"
399	Number of incorrect matches in round	336881	318	NA	NA	A value of 0 indicates the participant made no mistakes.
4079	Diastolic blood pressure, automated reading	317756	19443	NA	NA	Blood pressure, automated reading, diastolic. Two measures of blood pressure were taken a few moments apart. Range returned by the Omron device is is 0-255
4080	Systolic blood pressure, automated reading	317754	19445	NA	NA	Blood pressure, automated reading, systolic. Two measures of blood pressure were taken a few moments apart. Range returned by the Omron device is is 0-255
4106	Heel bone mineral density (BMD) T-score, automated (left)	106254	230945	NA	NA	This T-score is calculated from the ultrasound heel BMD measurement and is based on a person's bone density compared with what is normally expected in someone of the same age and sex. The units of the T-score are the number of standard deviations (SD) that the bone density is above or below the standard.
4125	Heel bone mineral density (BMD) T-score, automated (right)	106251	230948	NA	NA	This T-score is calculated from the ultrasound heel BMD measurement and is based on a person's bone density compared with what is normally expected in someone of the same age and sex. The units of the T-score are the number of standard deviations (SD) that the bone density is above or below the standard.
4194	Pulse rate	110153	227046	NA	NA	Pulse rate during arterial stiffness measurement
4195	Pulse wave reflection index	110153	227046	NA	NA	reflection index is a measure of reflection A digital volume pulse can be considered to be the summation of a direct and a reflected component. The direct component is due to transmission of a pressure wave from the left ventricle to the finger via the most direct route. The reflected component is formed by pressure transmitted from the heart to the lower body where it is reflected back up the aorta and thence to the finger. if 'b' is the height of direct wave peak and 'a' is the height of reflected wave peak the reflected index = (a/b) * 100%
4196	Pulse wave peak to peak time	110099	227100	NA	NA	peak to peak time in milliseconds A digital volume pulse can be considered to be the summation of a direct and a reflected component. The direct component is due to transmission of a pressure wave from the left ventricle to the finger via the most direct route. The reflected component is formed by pressure transmitted from the heart to the lower body where it is reflected back up the aorta and thence to the finger. peak to peak time is the difference between the peak values of direct and reflected components.
4526	Happiness	110935	226264	NA	NA	"ACE touchscreen question """"In general how happy are you?"""""
4548	Health satisfaction	110964	226235	NA	NA	"ACE touchscreen question """"In general how satisfied are you with your HEALTH?"""""
4559	Family relationship satisfaction	110290	226909	NA	NA	"ACE touchscreen question """"In general how satisfied are you with your FAMILY RELATIONSHIPS?"""""
4570	Friendships satisfaction	110118	227081	NA	NA	"ACE touchscreen question """"In general how satisfied are you with your FRIENDSHIPS?"""""
4581	Financial situation satisfaction	110814	226385	NA	NA	"ACE touchscreen question """"In general how satisfied are you with your FINANCIAL SITUATION?"""""
46	Hand grip strength (left)	335821	1378	NA	NA	Left grip strength
47	Hand grip strength (right)	335842	1357	NA	NA	Right grip strength
48	Waist circumference	336639	560	NA	NA	Waist circumference
4825	Noisy workplace	110439	226760	NA	NA	"ACE touchscreen question """"Have you ever worked in a noisy place where you had to shout to be heard?"""" ~F4825~ was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~"
4836	Loud music exposure frequency	109889	227310	NA	NA	"ACE touchscreen question """"Have you ever listened to music for more than 3 hours per week at a volume which you would need to shout to be heard or, if wearing headphones, someone else would need to shout for you to hear them?"""" ~F4836~ was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~"
49	Hip circumference	336601	598	NA	NA	Hip circumference
50	Standing height	336474	725	NA	NA	Standing height was measured using a Seca 202 device
757	Time employed in main current job	180531	156668	NA	NA	"ACE touchscreen question """"How many years have you worked in your current job? (If you have more than one job please answer this, and the following questions on work, for your MAIN job only)"""" The following checks were performed: If answer < 1 then rejected If answer > Participants age - 10 years then rejected If answer > Participants age - 16 years then participant asked to confirm If the participant activated the Help button they were shown the message: If you have more than one 'current job' then answer this question for your MAIN job only (ie: the job that you spend most of your time doing). If you have been with the same employer, but have changed jobs whilst you have worked for them, then only give the number of years that you have been in your current job (not the number of years that you have been employed by the same company). For instance, if you have worked as mail-room sorter but then been promoted to manager of the mail-room, please give the number of years you have worked as the mail-room manager only. If you have changed employers, but have had the same job, please give the total number of years that you have worked in that job. For instance, if you have worked as a cleaner for 3 different companies, please give the total number of years working as a cleaner. ~F757~ was collected from all the participants who indicated they were in paid employment or self-employed, as defined by their answers to ~F6142~"
767	Length of working week for main job	188166	149033	NA	NA	"ACE touchscreen question """"In a typical WEEK, how many hours do you spend at work? (Do not include hours travelling to and from work)"""" The following checks were performed: If answer > 160 then rejected If answer < 1 then participant asked to confirm If answer > 74 then participant asked to confirm If the participant activated the Help button they were shown the message: If you have more than one 'current job' then answer this question for your MAIN job only. ~F767~ was collected from all the participants who indicated they were in paid employment or self-employed, as defined by their answers to ~F6142~"
777	Frequency of travelling from home to job workplace	190557	146642	NA	NA	"ACE touchscreen question """"How many times a WEEK do you travel from home to your main work? (count outward journeys only; put 0 if you always work from home)"""" The following checks were performed: If answer < 0 then rejected If answer > 999 then rejected If answer > 99 then participant asked to confirm If the participant activated the Help button they were shown the message: If the number of times varies each week, take an average over the last 4 weeks. If you only work from home please enter 0 ~F777~ was collected from the participants who indicated they were in paid employment or self-employed, as defined by their answers to ~F6142~"
78	Heel bone mineral density (BMD) T-score, automated	194398	142801	NA	NA	This T-score is calculated from the ultrasound heel BMD measurement and is based on a person's bone density compared with what is normally expected in someone of the same age and sex. The units of the T-score are the number of standard deviations (SD) that the bone density is above or below the standard.
796	Distance between home and job workplace	161121	176078	NA	NA	"ACE touchscreen question """"About how many miles is it between your home and your work? """" The following checks were performed: If answer < 0 then rejected If answer > 9999 then rejected If answer > 70 then participant asked to confirm If the participant activated the Help button they were shown the message: If you have more than one 'current job' then answer this question for your MAIN job only. If you are unsure, please provide an estimate or select Do not know. If you only work from home please enter 0 ~F796~ was collected from participants who indicated they were in paid employment or self-employed, as defined by their answers to ~F6142~ and except those who indicated they always work from home, as defined by their answers to ~F6142~"
806	Job involves mainly walking or standing	190606	146593	NA	NA	"ACE touchscreen question """"Does your work involve walking or standing for most of the time?"""" If the participant activated the Help button they were shown the message: If you have more than one 'current job' then answer this question your MAIN job only. ~F806~ was collected from the participants who indicated they were in paid employment or self-employed as defined by their answers to ~F6142~"
816	Job involves heavy manual or physical work	190643	146556	NA	NA	"ACE touchscreen question """"Does your work involve heavy manual or physical work?"""" If the participant activated the Help button they were shown the message: If you have more than one 'current job' then answer this question for your MAIN job only. Physical work includes work that involves handling of heavy objects and use of heavy tools. ~F816~ was collected from participants who indicated they were in paid employment or self-employed as defined by their answers to ~F6142~"
826	Job involves shift work	190442	146757	NA	NA	"ACE touchscreen question """"Does your work involve shift work?"""" If the participant activated the Help button they were shown the message: If you have more than one 'current job' then answer this question for your MAIN job only. Shift work is a work schedule that falls outside of the normal daytime working hours of 9am-5pm. This may involve working afternoons, evenings or nights or rotating through these kinds of shifts. ~F826~ was collected from participants who indicated they were in paid employment or self-employed as defined by their answers to ~F6142~"
845	Age completed full time education	226899	110300	NA	NA	"ACE touchscreen question """"At what age did you complete your continuous full time education?"""" The following checks were performed: If answer < 5 then rejected If answer > Participants age then rejected If answer > 40 then participant asked to confirm If the participant activated the Help button they were shown the message: Please give the age that you completed 'continuous' full time education. For example, if you stopped your studies when you were 17 years old with the intention that you had completed your studies but then returned to full time studies when you were 24, enter 17. However if you only temporarily stopped your studies at 17 with the intention that you would return to studies (for instance a gap year) and then completed your full time education at 21, enter 21. ~F845~ was collected from all participants except those who indicated they have a College or University degree, as defined by their answers to ~F6138~"
864	Number of days/week walked 10+ minutes	331654	5545	NA	NA	"ACE touchscreen question """"In a typical WEEK, on how many days did you walk for at least 10 minutes at a time? (Include walking that you do at work, travelling to and from work, and for sport or leisure)"""" The following checks were performed: If answer < 0 then rejected If answer > 7 then rejected If the participant activated the Help button they were shown the message: Count the number of days in a week that you walk for at least 10 minutes continuously at a time."
874	Duration of walks	288266	48933	NA	NA	"ACE touchscreen question """"How many minutes did you usually spend walking on a typical DAY?"""" The following checks were performed: If answer < 0 then rejected If answer > 1440 then rejected If answer < 10 then participant asked to confirm If answer > 300 then participant asked to confirm If the participant activated the Help button they were shown the message: Count the number of minutes that you usually spend walking in one day. If the time you usually spend walking on each day of the week varies a lot, give an average of the time you spend walking. For instance if on one day of the week you usually walk for 4 hours but on the other day you walk 2 hours then give the average - that is 3 hours. ~F874~ was collected from participants who indicated that they walked for 10 minutes on at least 1 day per week in the previous 4 weeks, as defined by their answers to ~F864~"
884	Number of days/week of moderate physical activity 10+ minutes	321309	15890	NA	NA	"ACE touchscreen question """"In a typical WEEK, on how many days did you do 10 minutes or more of moderate physical activities like carrying light loads, cycling at normal pace? (Do not include walking)"""" The following checks were performed: If answer < 0 then rejected If answer > 7 then rejected If the participant activated the Help button they were shown the message: Count the number of days in a week that you do moderate physical activities for at least 10 minutes continuously at a time. Remember to include activities that you do for work, leisure, travel and around the house."
894	Duration of moderate activity	251031	86168	NA	NA	"ACE touchscreen question """"How many minutes did you usually spend doing moderate activities on a typical DAY?"""" The following checks were performed: If answer < 0 then rejected If answer > 1440 then rejected If answer < 10 then participant asked to confirm If answer > 300 then participant asked to confirm If the participant activated the Help button they were shown the message: If the time you usually spend doing moderate physical activity on each day of the week varies a lot, give an average of the time you spend doing moderate physical activity. ~F894~ was collected from participants who indicated that they did moderate physical activities for 10 minutes on at least 1 day per week in the previous 4 weeks, as defined by their answers to question ~F884~"
904	Number of days/week of vigorous physical activity 10+ minutes	321533	15666	NA	NA	"ACE touchscreen question """"In a typical WEEK, how many days did you do 10 minutes or more of vigorous physical activity? (These are activities that make you sweat or breathe hard such as fast cycling, aerobics, heavy lifting)"""" The following checks were performed: If answer < 0 then rejected If answer > 7 then rejected If the participant activated the Help button they were shown the message: Count the number of days in a week that you do vigorous physical activities for at least 10 minutes continuously at a time. Remember to include activities that you do for work, leisure, travel and around the house."
914	Duration of vigorous activity	183731	153468	NA	NA	"ACE touchscreen question """"How many minutes did you usually spend doing vigorous activities on a typical DAY?"""" The following checks were performed: If answer < 0 then rejected If answer > 1440 then rejected If answer < 10 then participant asked to confirm If answer > 300 then participant asked to confirm If the participant activated the Help button they were shown the message: If the time you usually spend doing vigorous physical activity on each day of the week varies a lot, give an average of the time you spend doing vigorous physical activity. This information was collected from participants who indicated that they did vigorous physical activities for 10 minutes on at least 1 day per week in the previous 4 weeks, as defined by their answers to ~F904~"
924	Usual walking pace	335349	1850	NA	NA	"ACE touchscreen question """"How would you describe your usual walking pace? """" If the participant activated the Help button they were shown the message: Slow pace is defined as less than 3 miles per hour. Steady average pace is defined as between 3-4 miles per hour. Fast pace is defined as more than 4 miles per hour. ~F924~ was collected from all participants except those who indicated they were unable to walk, as defined by their answers to ~F864~"
943	Frequency of stair climbing in last 4 weeks	334169	3030	NA	NA	"ACE touchscreen question """"At home, during the last 4 weeks, about how many times a DAY do you climb a flight of stairs? (approx 10 steps)"""" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F943~ was collected from all participants except those who indicated they were unable to walk, as defined by their answers to ~F864~"
971	Frequency of walking for pleasure in last 4 weeks	240924	96275	NA	NA	"ACE touchscreen question """"How many times in the last 4 weeks did you go walking for pleasure?"""" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F971~ was collected from participants who indicated that they spent time walking for pleasure in the previous 4 weeks, as defined by their answers to ~F6164~"
981	Duration walking for pleasure	240788	96411	NA	NA	"ACE touchscreen question """"Each time you went walking for pleasure, about how long did you spend doing it?"""" If the participant activated the Help button they were shown the message: If you are unsure, please provide an estimate or select Do not know. ~F981~ was collected from all participants who indicated that they spent time walking for pleasure in the previous 4 weeks, as defined by their answers to ~F6164~"
